############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 500000
# frequency of GFC measurement             : 10
# output result after this many measurement: 50000
# number of processors used by this run    : 4
############################################################
# mapping information between lattice index and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
0.625 0.5 0.5 0.151985 0 0.0621592 -0.000105798 0.0443229 2.83271e-05 0.0621592 0.000105798 0.0944819 -2.12193e-20 0.033906 -0.000208481 0.0443229 -2.83271e-05 0.033906 0.000208481 0.0711474 -1.40982e-21
0.625 0.5 0.625 0.14344 3.2248e-20 0.0602296 7.57134e-05 0.0447482 -3.93362e-05 0.0602296 -7.57134e-05 0.0971588 5.63661e-21 0.0161332 3.15848e-05 0.0447482 3.93362e-05 0.0161332 -3.15848e-05 0.0597829 3.1721e-21
0.625 0.5 0.75 0.139814 0 0.0515354 -3.10101e-05 0.0200003 -9.20584e-05 0.0515354 3.10101e-05 0.111042 0 -0.0105521 3.44445e-05 0.0200003 9.20584e-05 -0.0105521 -3.44445e-05 0.0728675 1.40982e-21
0.625 0.5 0.875 0.138102 2.49106e-21 0.0391674 -4.97671e-05 -0.016401 -0.000194759 0.0391674 4.97671e-05 0.124357 0 -0.0320021 0.000107321 -0.016401 0.000194759 -0.0320021 -0.000107321 0.0994969 2.81964e-21
0.625 0.625 0 0.135583 -5.76239e-20 0.0309413 0.000392588 -0.0416241 0.000358418 0.0309413 -0.000392588 0.0990668 -1.12732e-20 -0.0260798 -0.000438415 -0.0416241 -0.000358418 -0.0260798 0.000438415 0.116095 -2.22499e-20
0.625 0.625 0.125 0.143788 9.03666e-21 0.032431 -0.000189545 -0.0431189 -0.000306736 0.032431 0.000189545 0.107749 1.40915e-21 -0.0254888 7.38747e-05 -0.0431189 0.000306736 -0.0254888 -7.38747e-05 0.151519 5.98193e-21
0.625 0.625 0.25 0.148285 5.62494e-21 0.0418324 -4.98429e-05 -0.0209626 0.00036224 0.0418324 4.98429e-05 0.101479 1.40915e-20 -0.0122901 0.00031609 -0.0209626 -0.00036224 -0.0122901 -0.00031609 0.153861 0
0.625 0.625 0.375 0.148141 5.73279e-21 0.053852 -5.99428e-05 0.0163297 -5.84516e-05 0.053852 5.99428e-05 0.0878491 -1.76144e-22 0.00944316 -6.29353e-05 0.0163297 5.84516e-05 0.00944316 6.29353e-05 0.127497 -1.40982e-21
0.625 0.625 0.5 0.146854 1.12672e-20 0.0643154 -8.3356e-06 0.0434521 -0.000117569 0.0643154 8.3356e-06 0.0748526 1.05687e-21 0.0250046 -8.4423e-05 0.0434521 0.000117569 0.0250046 8.4423e-05 0.0853604 6.84848e-22
0.625 0.625 0.625 0.13899 0 0.0626389 0.000154513 0.0442044 -0.000263337 0.0626389 -0.000154513 0.0688894 0 0.0251755 0.000464665 0.0442044 0.000263337 0.0251755 -0.000464665 0.0522893 4.51143e-20
0.625 0.625 0.75 0.132834 0 0.0525072 -0.000293226 0.0195842 0.000711782 0.0525072 0.000293226 0.0738686 0 0.0115636 -0.00122236 0.0195842 -0.000711782 0.0115636 0.00122236 0.0474719 0
0.625 0.625 0.875 0.132715 -2.76059e-20 0.0400974 0.000139382 -0.0169209 0.000343544 0.0400974 -0.000139382 0.0880913 6.01908e-21 -0.00997532 -0.000496128 -0.0169209 -0.000343544 -0.00997532 0.000496128 0.0722397 -5.63929e-21
0.625 0.75 0 0.129913 0 0.00310396 0.000377149 -0.0411666 3.5917e-05 0.00310396 -0.000377149 0.0697017 1.40915e-21 -0.00409941 -0.000672202 -0.0411666 -3.5917e-05 -0.00409941 0.000672202 0.0894701 0
0.625 0.75 0.125 0.138792 2.81247e-21 0.00455846 8.66815e-06 -0.0426483 7.45664e-05 0.00455846 -8.66815e-06 0.0853137 1.1009e-23 -0.016664 0.000141659 -0.0426483 -7.45664e-05 -0.016664 -0.000141659 0.140806 0
0.625 0.75 0.25 0.141879 0 0.0133472 1.43301e-05 -0.0171444 7.34955e-05 0.0133472 -1.43301e-05 0.0881665 1.76144e-22 -0.0201311 9.75906e-05 -0.0171444 -7.34955e-05 -0.0201311 -9.75906e-05 0.165073 1.77499e-21
0.625 0.75 0.375 0.142276 0 0.0263503 0.000132385 0.0188279 -0.00011208 0.0263503 -0.000132385 0.0812137 7.04577e-22 -0.0115741 5.37155e-05 0.0188279 0.00011208 -0.0115741 -5.37155e-05 0.156573 -3.19383e-21
0.625 0.75 0.5 0.13886 0 0.0360606 -7.01005e-06 0.0419572 5.0639e-05 0.0360606 7.01005e-06 0.0696337 3.52288e-22 0.00343935 -7.47503e-07 0.0419572 -5.0639e-05 0.00343935 7.47503e-07 0.11419 0
0.625 0.75 0.625 0.133512 0 0.0362126 -5.99945e-05 0.0436139 2.6303e-05 0.0362126 5.99945e-05 0.0574738 -2.81831e-21 0.0172047 -0.000106064 0.0436139 -2.6303e-05 0.0172047 0.000106064 0.0645712 0
0.625 0.75 0.75 0.125433 2.05496e-21 0.0251465 5.45016e-05 0.0178746 -1.43132e-05 0.0251465 -5.45016e-05 0.0517138 2.81831e-21 0.0209643 3.08691e-05 0.0178746 1.43132e-05 0.0209643 -3.08691e-05 0.0373501 0
0.625 0.75 0.875 0.125195 0 0.0124143 -1.54387e-05 -0.0163329 -1.12818e-05 0.0124143 1.54387e-05 0.0591753 1.76144e-22 0.0136166 0.000141653 -0.0163329 1.12818e-05 0.0136166 -0.000141653 0.0484424 -5.81551e-21
0.625 0.875 0 0.129479 0 -0.034514 4.73246e-05 -0.0410297 -4.55977e-05 -0.034514 -4.73246e-05 0.0545822 5.63661e-21 0.0150755 -5.13901e-05 -0.0410297 4.55977e-05 0.0150755 5.13901e-05 0.062277 1.26531e-21
0.625 0.875 0.125 0.138298 0 -0.0349792 4.77703e-05 -0.0403657 -2.99481e-05 -0.0349792 -4.77703e-05 0.068039 -1.40915e-21 0.0024308 -6.43264e-05 -0.0403657 2.99481e-05 0.0024308 6.43264e-05 0.111446 0
0.625 0.875 0.25 0.141995 -8.06186e-23 -0.0248666 -5.32177e-05 -0.0150147 0.000374107 -0.0248666 5.32177e-05 0.0813159 2.86234e-21 -0.0125342 -0.00022076 -0.0150147 -0.000374107 -0.0125342 0.00022076 0.155086 -6.26686e-21
0.625 0.875 0.375 0.145089 -2.64997e-21 -0.0131638 7.12625e-05 0.0213447 0.000231642 -0.0131638 -7.12625e-05 0.0861893 -7.04577e-22 -0.0216424 1.02289e-05 0.0213447 -0.000231642 -0.0216424 -1.02289e-05 0.171909 -1.92507e-21
0.625 0.875 0.5 0.141862 0 -0.00200518 0.000120065 0.0430071 1.34438e-05 -0.00200518 -0.000120065 0.0839533 0 -0.0175351 2.61249e-05 0.0430071 -1.34438e-05 -0.0175351 -2.61249e-05 0.145451 -2.75621e-21
0.625 0.875 0.625 0.130894 0 -0.0024106 0.000298983 0.0412689 3.92541e-05 -0.0024106 -0.000298983 0.0684375 0 -0.00245327 0.000516122 0.0412689 -3.92541e-05 -0.00245327 -0.000516122 0.0934317 1.40982e-21
0.625 0.875 0.75 0.129194 2.18007e-21 -0.0118079 -3.90841e-05 0.0178348 -5.89872e-06 -0.0118079 3.90841e-05 0.0575657 0 0.0134363 6.50961e-05 0.0178348 5.89872e-06 0.0134363 -6.50961e-05 0.0496612 -5.28683e-22
0.625 0.875 0.875 0.127385 -5.2986e-22 -0.0249573 7.00783e-05 -0.0177179 1.21513e-05 -0.0249573 -7.00783e-05 0.050653 -2.81831e-21 0.020714 1.64025e-05 -0.0177179 -1.21513e-05 0.020714 -1.64025e-05 0.0364128 -3.52455e-22
0.75 0 0 0.0793498 -2.1053e-19 -0.0345318 0.000113287 -0.0245421 -0.00023405 -0.0345318 -0.000113287 0.0389772 -1.11028e-19 0.0138583 -0.000395977 -0.0245421 0.00023405 0.0138583 0.000395977 0.0293664 -1.12786e-20
0.75 0 0.125 0.0907083 2.68668e-22 -0.039087 3.0519e-05 -0.0318292 4.1464e-06 -0.039087 -3.0519e-05 0.0441397 4.40361e-23 0.0184058 1.23938e-05 -0.0318292 -4.1464e-06 0.0184058 -1.23938e-05 0.0768696 7.02956e-23
0.75 0 0.25 0.103413 1.9577e-21 -0.0380367 -1.7485e-05 -0.0187776 2.90753e-05 -0.0380367 1.7485e-05 0.0578643 7.04577e-22 0.011316 -3.61382e-05 -0.0187776 -2.90753e-05 0.011316 3.61382e-05 0.141725 -3.27097e-22
0.75 0 0.375 0.109315 -7.79743e-22 -0.0288987 -1.27634e-05 0.00286934 -5.19986e-05 -0.0288987 1.27634e-05 0.0738689 0 -0.000666082 -5.84577e-05 0.00286934 5.19986e-05 -0.000666082 5.84577e-05 0.182414 -2.7094e-22
0.75 0 0.5 0.100769 2.62158e-22 -0.0192697 -2.65169e-05 0.0266241 -3.37963e-06 -0.0192697 2.65169e-05 0.0762914 -1.76144e-21 -0.0140155 9.0146e-05 0.0266241 3.37963e-06 -0.0140155 -9.0146e-05 0.185158 -8.37456e-22
0.75 0 0.625 0.0895174 5.62494e-21 -0.0132364 0.000278193 0.035219 9.62265e-05 -0.0132364 -0.000278193 0.0723769 -5.63661e-21 -0.0191338 0.000262163 0.035219 -9.62265e-05 -0.0191338 -0.000262163 0.135385 1.43274e-20
0.75 0 0.75 0.0788437 0 -0.0160626 5.8397e-05 0.0230551 4.76658e-05 -0.0160626 -5.8397e-05 0.0582435 0 -0.0130734 3.03389e-06 0.0230551 -4.76658e-05 -0.0130734 -3.03389e-06 0.0701319 5.23505e-22
0.75 0 0.875 0.0728951 1.38807e-21 -0.0245869 -1.78272e-05 -0.00110144 -0.000147309 -0.0245869 1.78272e-05 0.0434319 -7.654e-22 0.000725575 -0.000296753 -0.00110144 0.000147309 0.000725575 0.000296753 0.025796 0
0.75 0.125 0 0.0924915 -3.9107e-21 -0.0453062 -4.56051e-05 -0.0264394 4.52615e-06 -0.0453062 4.56051e-05 0.0853903 0 0.00547638 -1.80618e-05 -0.0264394 -4.52615e-06 0.00547638 1.80618e-05 0.0365124 -7.04911e-22
0.75 0.125 0.125 0.106055 -2.93814e-21 -0.0501729 -3.67001e-05 -0.0354871 -1.77176e-05 -0.0501729 3.67001e-05 0.0817096 -2.81831e-21 0.0282003 -2.88703e-05 -0.0354871 1.77176e-05 0.0282003 2.88703e-05 0.0626759 0
0.75 0.125 0.25 0.116134 0 -0.0473433 -1.61195e-05 -0.0255008 8.92645e-05 -0.0473433 1.61195e-05 0.0903533 -1.40915e-21 0.0348186 -7.67934e-05 -0.0255008 -8.92645e-05 0.0348186 7.67934e-05 0.109355 0
0.75 0.125 0.375 0.118831 0 -0.0384585 7.63497e-05 0.00321139 -1.09117e-05 -0.0384585 -7.63497e-05 0.103759 -7.04577e-22 0.0220829 4.53796e-05 0.00321139 1.09117e-05 0.0220829 -4.53796e-05 0.158977 5.14474e-23
0.75 0.125 0.5 0.112911 -3.16403e-21 -0.0312946 -3.59015e-05 0.0275318 -0.000153677 -0.0312946 3.59015e-05 0.117974 -2.11373e-21 -0.00305258 0.000184262 0.0275318 0.000153677 -0.00305258 -0.000184262 0.168431 -1.84794e-21
0.75 0.125 0.625 0.0989837 -1.05468e-21 -0.0240682 1.75487e-05 0.0362071 -1.00133e-05 -0.0240682 -1.75487e-05 0.119931 0 -0.0259739 2.6532e-06 0.0362071 1.00133e-05 -0.0259739 -2.6532e-06 0.140436 0
0.75 0.125 0.75 0.0907039 0 -0.0261683 0.00023551 0.024821 0.000334208 -0.0261683 -0.00023551 0.114936 -1.37749e-20 -0.0339849 0.000270154 0.024821 -0.000334208 -0.0339849 -0.000270154 0.0933088 2.25571e-20
0.75 0.125 0.875 0.0851429 -2.68939e-21 -0.0363715 -9.01434e-05 -0.00182984 0.000118944 -0.0363715 9.01434e-05 0.098755 0 -0.0208818 1.93169e-05 -0.00182984 -0.000118944 -0.0208818 -1.93169e-05 0.0478952 -7.04911e-22
0.75 0.25 0 0.103991 0 -0.032692 7.07445e-05 -0.0284142 3.21841e-05 -0.032692 -7.07445e-05 0.142534 -1.32401e-21 -0.0167047 -1.30991e-06 -0.0284142 -3.21841e-05 -0.0167047 1.30991e-06 0.0606804 4.18541e-22
0.75 0.25 0.125 0.118085 7.46061e-21 -0.0356994 -1.68926e-06 -0.0374594 -6.6344e-05 -0.0356994 1.68926e-06 0.131982 2.90903e-21 0.018885 -5.73319e-05 -0.0374594 6.6344e-05 0.018885 5.73319e-05 0.0720459 -1.40982e-21
0.75 0.25 0.25 0.131978 -5.68759e-22 -0.0331826 -5.08489e-05 -0.0234805 1.30099e-05 -0.0331826 5.08489e-05 0.130285 2.81831e-21 0.0446804 -1.94637e-05 -0.0234805 -1.30099e-05 0.0446804 1.94637e-05 0.0996708 3.52455e-22
0.75 0.25 0.375 0.135113 0 -0.0256096 0.000145439 0.00439875 5.19814e-05 -0.0256096 -0.000145439 0.135756 -4.80429e-21 0.0415061 -0.000135121 0.00439875 -5.19814e-05 0.0415061 0.000135121 0.127328 0
0.75 0.25 0.5 0.124083 -1.12499e-20 -0.019869 0.00115082 0.0300317 0.000776015 -0.019869 -0.00115082 0.150238 2.35361e-20 0.0188865 -0.00167997 0.0300317 -0.000776015 0.0188865 0.00167997 0.137518 0
0.75 0.25 0.625 0.115056 1.40623e-21 -0.0135723 -0.000116365 0.0355351 -8.31208e-05 -0.0135723 0.000116365 0.156225 -2.38585e-21 -0.017653 0.000162616 0.0355351 8.31208e-05 -0.017653 -0.000162616 0.12826 -2.81964e-21
0.75 0.25 0.75 0.0995429 5.32717e-21 -0.017764 1.50704e-05 0.0262722 0.000112792 -0.017764 -1.50704e-05 0.161516 0 -0.0442476 -3.46895e-06 0.0262722 -0.000112792 -0.0442476 3.46895e-06 0.0999487 0
0.75 0.25 0.875 0.0951022 2.81247e-21 -0.0240279 4.69692e-05 -0.00106746 0.000107579 -0.0240279 -4.69692e-05 0.15285 1.5226e-21 -0.0415062 1.77402e-06 -0.00106746 -0.000107579 -0.0415062 -1.77402e-06 0.0723607 -9.69252e-22
0.75 0.375 0 0.10799 5.35879e-21 -0.00685771 -0.00015547 -0.02859 -3.80611e-05 -0.00685771 0.00015547 0.172441 0 -0.0361366 -2.21989e-05 -0.02859 3.80611e-05 -0.0361366 2.21989e-05 0.085716 -2.11473e-21
0.75 0.375 0.125 0.118807 2.81247e-21 -0.0103174 -0.000257872 -0.0362795 9.62435e-05 -0.0103174 0.000257872 0.163169 0 0.000726924 -0.000143353 -0.0362795 -9.62435e-05 0.000726924 0.000143353 0.0971516 4.40569e-22
0.75 0.375 0.25 0.1336 -1.40623e-21 -0.00609855 0.000113499 -0.0255456 5.64843e-05 -0.00609855 -0.000113499 0.153469 0 0.0355269 4.30287e-06 -0.0255456 -5.64843e-05 0.0355269 -4.30287e-06 0.109912 -8.81139e-22
0.75 0.375 0.375 0.138833 -1.75779e-22 0.00187161 -9.2329e-05 0.00117715 -0.000105625 0.00187161 9.2329e-05 0.151568 -3.74288e-22 0.053369 -3.06442e-06 0.00117715 0.000105625 0.053369 3.06442e-06 0.114819 -4.40569e-23
0.75 0.375 0.5 0.135807 0 0.00855689 0.000326781 0.0275626 0.000131488 0.00855689 -0.000326781 0.155937 -3.16941e-21 0.0363616 -0.000159272 0.0275626 -0.000131488 0.0363616 0.000159272 0.112907 5.63929e-21
0.75 0.375 0.625 0.120885 4.6867e-21 0.013115 -0.000441159 0.0387656 1.27776e-05 0.013115 0.000441159 0.16811 7.36714e-21 0.00140414 0.000372857 0.0387656 -1.27776e-05 0.00140414 -0.000372857 0.0998143 0
0.75 0.375 0.75 0.107029 0 0.00951141 -9.17263e-05 0.0297378 -2.90967e-05 0.00951141 9.17263e-05 0.171708 0 -0.0356588 -5.58865e-05 0.0297378 2.90967e-05 -0.0356588 5.58865e-05 0.0853435 2.81964e-21
0.75 0.375 0.875 0.0989725 -1.67841e-22 0.00115449 -0.00010593 0.000134239 0.00011531 0.00115449 0.00010593 0.179293 0 -0.0531289 5.4495e-05 0.000134239 -0.00011531 -0.0531289 -5.4495e-05 0.0796522 2.90776e-21
0.75 0.5 0 0.0996196 -7.77381e-23 0.0179883 7.7936e-05 -0.0251499 -2.00498e-05 0.0179883 -7.7936e-05 0.159079 -3.29844e-21 -0.0422493 -9.74213e-06 -0.0251499 2.00498e-05 -0.0422493 9.74213e-06 0.0971502 -3.08398e-22
0.75 0.5 0.125 0.114259 2.81247e-21 0.0156643 -0.000127502 -0.0396267 -4.48345e-05 0.0156643 0.000127502 0.163531 0 -0.0182504 -0.000116066 -0.0396267 4.48345e-05 -0.0182504 0.000116066 0.127575 0
0.75 0.5 0.25 0.125471 5.62494e-21 0.0216503 -0.00028047 -0.0254332 -0.000332834 0.0216503 0.00028047 0.149285 -1.16191e-20 0.0149308 -0.000432194 -0.0254332 0.000332834 0.0149308 0.000432194 0.13422 -1.12786e-20
0.75 0.5 0.375 0.137004 5.07126e-21 0.0276824 5.71085e-05 -0.00217094 0.000197799 0.0276824 -5.71085e-05 0.139399 5.06559e-21 0.0406152 0.000139198 -0.00217094 -0.000197799 0.0406152 -0.000139198 0.129846 0
0.75 0.5 0.5 0.130134 0 0.0355845 1.38461e-05 0.0253979 -0.000191991 0.0355845 -1.38461e-05 0.130328 0 0.0442209 -1.65635e-05 0.0253979 0.000191991 0.0442209 1.65635e-05 0.0999025 0
0.75 0.5 0.625 0.116681 -2.89009e-21 0.0388533 -0.000124038 0.0377466 2.74611e-05 0.0388533 0.000124038 0.131306 0 0.0200644 2.47117e-05 0.0377466 -2.74611e-05 0.0200644 -2.47117e-05 0.0730762 -7.04911e-22
0.75 0.5 0.75 0.103369 1.8535e-21 0.0357207 -8.01073e-05 0.0292634 -3.41604e-05 0.0357207 8.01073e-05 0.143935 0 -0.0161259 -7.76343e-07 0.0292634 3.41604e-05 -0.0161259 7.76343e-07 0.060165 -4.18541e-22
0.75 0.5 0.875 0.0964999 -4.52608e-22 0.0261093 -6.18614e-06 0.00239879 -2.62438e-05 0.0261093 6.18614e-06 0.154077 -1.19903e-20 -0.0424544 -0.000105473 0.00239879 2.62438e-05 -0.0424544 0.000105473 0.0708034 -1.76228e-22
0.75 0.625 0 0.0882852 -7.03117e-22 0.0288651 1.73818e-05 -0.0242208 7.14923e-05 0.0288651 -1.73818e-05 0.115396 2.60348e-21 -0.0342982 -7.77252e-06 -0.0242208 -7.14923e-05 -0.0342982 7.77252e-06 0.0911528 7.04911e-22
0.75 0.625 0.125 0.101164 2.81247e-21 0.0258444 0.000247879 -0.0344799 5.8798e-05 0.0258444 -0.000247879 0.122308 -7.13837e-21 -0.0272009 -7.4121e-05 -0.0344799 -5.8798e-05 -0.0272009 7.4121e-05 0.139708 0
0.75 0.625 0.25 0.113296 0 0.0321008 -0.000147603 -0.0271362 2.83752e-05 0.0321008 0.000147603 0.119432 0 -0.00503289 -3.80148e-05 -0.0271362 -2.83752e-05 -0.00503289 3.80148e-05 0.169238 0
0.75 0.625 0.375 0.121768 -3.29662e-21 0.0407491 5.51029e-05 0.000211203 0.000336857 0.0407491 -5.51029e-05 0.10913 3.52288e-22 0.0229964 0.000236725 0.000211203 -0.000336857 0.0229964 -0.000236725 0.160973 -3.69232e-21
0.75 0.625 0.5 0.118109 0 0.0504466 5.3832e-05 0.0249069 0.000103231 0.0504466 -5.3832e-05 0.0916975 0 0.035542 2.21012e-05 0.0249069 -0.000103231 0.035542 -2.21012e-05 0.114318 3.5945e-21
0.75 0.625 0.625 0.10541 0 0.0512503 -2.56957e-05 0.0362228 0.000114733 0.0512503 2.56957e-05 0.0832321 0 0.0281334 -8.21757e-05 0.0362228 -0.000114733 0.0281334 8.21757e-05 0.0643072 1.69179e-20
0.75 0.625 0.75 0.0933964 4.55725e-21 0.046858 -4.49518e-05 0.027854 2.49351e-05 0.046858 4.49518e-05 0.0881337 2.54613e-21 0.00555044 3.2151e-05 0.027854 -2.49351e-05 0.00555044 -3.2151e-05 0.0375593 1.40982e-21
0.75 0.625 0.875 0.0854765 -5.62494e-21 0.0373235 9.12983e-05 0.00238629 8.17592e-05 0.0373235 -9.12983e-05 0.100684 5.2852e-21 -0.0208604 -8.85636e-05 0.00238629 -8.17592e-05 -0.0208604 8.85636e-05 0.0481296 -2.81964e-21
0.75 0.75 0 0.0771273 1.24314e-20 0.0161341 0.00026949 -0.0225399 0.000263824 0.0161341 -0.00026949 0.0598897 0 -0.012894 -0.000330066 -0.0225399 -0.000263824 -0.012894 0.000330066 0.0669663 1.12786e-20
0.75 0.75 0.125 0.0880056 0 0.014014 -6.55685e-05 -0.0346699 3.24698e-05 0.014014 6.55685e-05 0.0728606 -2.11373e-21 -0.0202384 -6.33042e-05 -0.0346699 -3.24698e-05 -0.0202384 6.33042e-05 0.13247 2.28619e-21
0.75 0.75 0.25 0.102162 0 0.0201399 1.31018e-05 -0.0250624 -4.12587e-05 0.0201399 -1.31018e-05 0.0795355 -7.04577e-22 -0.0146486 -6.65468e-05 -0.0250624 4.12587e-05 -0.0146486 6.65468e-05 0.185116 0
0.75 0.75 0.375 0.10621 0 0.0298009 -2.81304e-05 -0.00080989 -9.99448e-05 0.0298009 2.81304e-05 0.0728427 0 -0.000562086 -7.35725e-05 -0.00080989 9.99448e-05 -0.000562086 7.35725e-05 0.185291 0
0.75 0.75 0.5 0.104585 0 0.0386649 -4.70031e-05 0.0195347 -6.8415e-05 0.0386649 4.70031e-05 0.0611324 0 0.0111679 -0.000107595 0.0195347 6.8415e-05 0.0111679 0.000107595 0.1433 -1.33763e-21
0.75 0.75 0.625 0.0934435 1.14046e-21 0.0414705 6.64606e-06 0.0357473 -2.28568e-05 0.0414705 -6.64606e-06 0.0467297 -2.2018e-23 0.0206332 -1.51738e-05 0.0357473 2.28568e-05 0.0206332 1.51738e-05 0.0788985 6.92772e-23
0.75 0.75 0.75 0.0832452 0 0.037659 4.29949e-05 0.0269317 -0.000112251 0.037659 -4.29949e-05 0.0409054 1.97282e-20 0.0156364 0.000145343 0.0269317 0.000112251 0.0156364 -0.000145343 0.0297584 2.81964e-20
0.75 0.75 0.875 0.0753647 0 0.0267842 -5.29247e-05 0.00156964 -4.24016e-05 0.0267842 5.29247e-05 0.0456453 -1.7011e-22 0.000740505 0.000108678 0.00156964 4.24016e-05 0.000740505 -0.000108678 0.0260644 0
0.75 0.875 0 0.0761761 -1.89479e-22 -0.00957366 -8.94181e-06 -0.0239732 -3.1209e-05 -0.00957366 8.94181e-06 0.028018 -1.76144e-22 0.00715632 -1.17506e-05 -0.0239732 3.1209e-05 0.00715632 1.17506e-05 0.0428918 0
0.75 0.875 0.125 0.0857589 -5.62494e-21 -0.0137811 8.69488e-05 -0.033714 -0.00013527 -0.0137811 -8.69488e-05 0.0412822 0 -0.000209648 5.25844e-05 -0.033714 0.00013527 -0.000209648 -5.25844e-05 0.106887 0
0.75 0.875 0.25 0.0966875 2.23781e-21 -0.00940153 2.44657e-05 -0.0222283 0.000115252 -0.00940153 -2.44657e-05 0.0553339 0 -0.00710313 3.16072e-05 -0.0222283 -0.000115252 -0.00710313 -3.16072e-05 0.171455 0
0.75 0.875 0.375 0.101314 -4.39448e-23 0.000521412 3.59029e-05 0.000985811 -5.73465e-05 0.000521412 -3.59029e-05 0.0587137 1.40915e-21 -0.00929303 0.00013901 0.000985811 5.73465e-05 -0.00929303 -0.00013901 0.192575 0
0.75 0.875 0.5 0.0954499 -5.54055e-22 0.0102472 1.24313e-05 0.023855 2.72678e-05 0.0102472 -1.24313e-05 0.0546136 -8.80721e-23 -0.00638155 1.81968e-05 0.023855 -2.72678e-05 -0.00638155 -1.81968e-05 0.170307 9.44674e-22
0.75 0.875 0.625 0.0860448 0 0.0144649 7.12962e-05 0.0359329 -4.51528e-05 0.0144649 -7.12962e-05 0.0412739 0 0.000746894 0.000104624 0.0359329 4.51528e-05 0.000746894 -0.000104624 0.10962 -3.13099e-21
0.75 0.875 0.75 0.0777006 3.94277e-21 0.0107672 3.70491e-05 0.0258849 4.3579e-06 0.0107672 -3.70491e-05 0.028486 -1.40915e-21 0.00734491 0.000103345 0.0258849 -4.3579e-06 0.00734491 -0.000103345 0.0440871 2.64342e-21
0.75 0.875 0.875 0.0748637 0 0.000288133 -1.31873e-05 0.000163359 -6.21252e-06 0.000288133 1.31873e-05 0.0219652 -1.1009e-23 0.00959831 2.10321e-05 0.000163359 6.21252e-06 0.00959831 -2.10321e-05 0.0153397 0
0.875 0 0 0.0247152 2.04244e-20 -0.0111123 0.000104098 -0.00781499 -0.000124012 -0.0111123 -0.000104098 0.0116224 0 0.00460275 -0.000174864 -0.00781499 0.000124012 0.00460275 0.000174864 0.0086079 -5.63929e-21
0.875 0 0.125 0.0347887 -3.51558e-22 -0.0147713 -1.01781e-05 -0.0161433 7.20227e-06 -0.0147713 1.01781e-05 0.0172425 -3.52288e-22 0.00938934 -1.28429e-05 -0.0161433 -7.20227e-06 0.00938934 1.28429e-05 0.05668 0
0.875 0 0.25 0.0487217 0 -0.0150951 4.81444e-05 -0.0150227 -7.80351e-05 -0.0150951 -4.81444e-05 0.0303359 0 0.00923994 4.1912e-05 -0.0150227 7.80351e-05 0.00923994 -4.1912e-05 0.135147 7.43597e-23
0.875 0 0.375 0.0584286 0 -0.0117051 3.68115e-06 -0.0044049 2.8394e-06 -0.0117051 -3.68115e-06 0.0434676 0 0.00348998 2.14927e-05 -0.0044049 -2.8394e-06 0.00348998 -2.14927e-05 0.194649 -1.54253e-22
0.875 0 0.5 0.0569337 0 -0.00567428 6.21168e-05 0.00813455 -1.48733e-05 -0.00567428 -6.21168e-05 0.0486043 -7.04577e-22 -0.00344264 2.4649e-05 0.00813455 1.48733e-05 -0.00344264 -2.4649e-05 0.206282 0
0.875 0 0.625 0.0450078 4.8623e-22 -0.000207495 -0.000155882 0.0174119 2.64848e-05 -0.000207495 0.000155882 0.0432455 3.52288e-22 -0.00888034 -4.48026e-05 0.0174119 -2.64848e-05 -0.00888034 4.48026e-05 0.162611 0
0.875 0 0.75 0.0316756 -7.03117e-22 -0.000571516 -0.00014345 0.0175021 1.95348e-05 -0.000571516 0.00014345 0.0301749 0 -0.00939114 -5.14945e-05 0.0175021 -1.95348e-05 -0.00939114 5.14945e-05 0.085904 -1.9228e-21
0.875 0 0.875 0.0238516 0 -0.00528913 -0.000250323 0.00759887 -0.000166141 -0.00528913 0.000250323 0.0177566 0 -0.00380089 -0.000295349 0.00759887 0.000166141 -0.00380089 0.000295349 0.0212766 1.12786e-20
0.875 0.125 0 0.0357306 3.04527e-21 -0.0216977 9.22368e-06 -0.00840348 -2.43311e-05 -0.0216977 -9.22368e-06 0.0609423 3.87266e-21 -0.00490154 2.33973e-05 -0.00840348 2.43311e-05 -0.00490154 -2.33973e-05 0.0159659 0
0.875 0.125 0.125 0.0497901 -7.03117e-22 -0.0266013 4.83301e-06 -0.0190499 -5.50981e-05 -0.0266013 -4.83301e-06 0.056424 -3.31971e-21 0.0185155 -3.29488e-05 -0.0190499 5.50981e-05 0.0185155 3.29488e-05 0.0435453 -4.33634e-21
0.875 0.125 0.25 0.0649729 1.10923e-20 -0.0256468 6.35465e-05 -0.0147063 -0.0001025 -0.0256468 -6.35465e-05 0.0611276 3.52288e-22 0.0281946 9.86585e-06 -0.0147063 0.0001025 0.0281946 -9.86585e-06 0.106649 2.96358e-21
0.875 0.125 0.375 0.0740987 0 -0.0221212 0.000141514 -0.00394267 8.48569e-05 -0.0221212 -0.000141514 0.0763647 0 0.0232636 -5.22504e-05 -0.00394267 -8.48569e-05 0.0232636 5.22504e-05 0.169891 0
